deprotection	FG	incompatible
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	boronics_aromatic	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	boronics_aromatic	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	boronics_aromatic	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	boronics_aromatic	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	boronics_aromatic	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	boronics_aromatic	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	boronics_aromatic	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	boronics_aromatic	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	boronics_aromatic	0
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	boronics_aromatic	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	boronics_aromatic	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	boronics_aromatic	0
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	boronics_aromatic	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	boronics_aromatic	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	boronics_aromatic	0
0.0.0_NO_REACTION_FROM_Null_AND_Null	tert_fmoc	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	tert_fmoc	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	tert_fmoc	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	tert_fmoc	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	tert_fmoc	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	tert_fmoc	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	tert_fmoc	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	tert_fmoc	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	tert_fmoc	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	tert_fmoc	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	tert_fmoc	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	tert_fmoc	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	tert_fmoc	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	tert_fmoc	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	tert_fmoc	0
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	tert_fmoc	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	tert_fmoc	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	tert_fmoc	0
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	tert_fmoc	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	tert_fmoc	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	tert_fmoc	0
0.0.0_NO_REACTION_FROM_Null_AND_Null	ester_methyl_ethyl	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	ester_methyl_ethyl	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	ester_methyl_ethyl	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	ester_methyl_ethyl	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	ester_methyl_ethyl	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	ester_methyl_ethyl	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	ester_methyl_ethyl	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	ester_methyl_ethyl	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	ester_methyl_ethyl	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	ester_methyl_ethyl	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	ester_methyl_ethyl	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	ester_methyl_ethyl	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	ester_methyl_ethyl	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	ester_methyl_ethyl	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	ester_methyl_ethyl	0
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	ester_methyl_ethyl	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	ester_methyl_ethyl	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	ester_methyl_ethyl	0
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	ester_methyl_ethyl	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	ester_methyl_ethyl	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	ester_methyl_ethyl	0
0.0.0_NO_REACTION_FROM_Null_AND_Null	nitro_fluoro	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	nitro_fluoro	1
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	nitro_fluoro	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	nitro_fluoro	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	nitro_fluoro	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	nitro_fluoro	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	nitro_fluoro	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	nitro_fluoro	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	nitro_fluoro	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	nitro_fluoro	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	nitro_fluoro	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	nitro_fluoro	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	nitro_fluoro	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	nitro_fluoro	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	nitro_fluoro	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	nitro_fluoro	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	nitro_fluoro	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	nitro_fluoro	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	nitro_fluoro	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	nitro_fluoro	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	nitro_fluoro	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	sec_aniline_boc	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	sec_aniline_boc	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	sec_aniline_boc	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	sec_aniline_boc	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	sec_aniline_boc	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	sec_aniline_boc	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	sec_aniline_boc	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	sec_aniline_boc	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	sec_aniline_boc	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	sec_aniline_boc	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	sec_aniline_boc	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	sec_aniline_boc	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	sec_aniline_boc	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	sec_aniline_boc	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	sec_aniline_boc	0
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	sec_aniline_boc	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	sec_aniline_boc	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	sec_aniline_boc	0
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	sec_aniline_boc	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	sec_aniline_boc	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	sec_aniline_boc	0
0.0.0_NO_REACTION_FROM_Null_AND_Null	tert_aniline_boc	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	tert_aniline_boc	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	tert_aniline_boc	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	tert_aniline_boc	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	tert_aniline_boc	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	tert_aniline_boc	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	tert_aniline_boc	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	tert_aniline_boc	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	tert_aniline_boc	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	tert_aniline_boc	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	tert_aniline_boc	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	tert_aniline_boc	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	tert_aniline_boc	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	tert_aniline_boc	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	tert_aniline_boc	0
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	tert_aniline_boc	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	tert_aniline_boc	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	tert_aniline_boc	0
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	tert_aniline_boc	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	tert_aniline_boc	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	tert_aniline_boc	0
0.0.0_NO_REACTION_FROM_Null_AND_Null	o_nitro_sec_aniline	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	o_nitro_sec_aniline	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	o_nitro_sec_aniline	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	o_nitro_sec_aniline	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	o_nitro_sec_aniline	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	o_nitro_sec_aniline	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	o_nitro_sec_aniline	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	o_nitro_sec_aniline	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	o_nitro_sec_aniline	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	o_nitro_sec_aniline	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	o_nitro_sec_aniline	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	o_nitro_sec_aniline	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	o_nitro_sec_aniline	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	o_nitro_sec_aniline	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	o_nitro_sec_aniline	0
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	o_nitro_sec_aniline	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	o_nitro_sec_aniline	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	o_nitro_sec_aniline	0
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	o_nitro_sec_aniline	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	o_nitro_sec_aniline	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	o_nitro_sec_aniline	0
0.0.0_NO_REACTION_FROM_Null_AND_Null	calc_ARYLHALIDE	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	calc_ARYLHALIDE	1
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	calc_ARYLHALIDE	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	calc_ARYLHALIDE	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	calc_ARYLHALIDE	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	calc_ARYLHALIDE	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	calc_ARYLHALIDE	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	calc_ARYLHALIDE	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	calc_ARYLHALIDE	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	calc_ARYLHALIDE	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	calc_ARYLHALIDE	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	calc_ARYLHALIDE	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	calc_ARYLHALIDE	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	calc_ARYLHALIDE	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	calc_ARYLHALIDE	0
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	calc_ARYLHALIDE	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	calc_ARYLHALIDE	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	calc_ARYLHALIDE	0
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	calc_ARYLHALIDE	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	calc_ARYLHALIDE	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	calc_ARYLHALIDE	0
0.0.0_NO_REACTION_FROM_Null_AND_Null	amines-aliphatic-primary	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	amines-aliphatic-primary	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	amines-aliphatic-primary	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	amines-aliphatic-primary	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	amines-aliphatic-primary	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	amines-aliphatic-primary	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	amines-aliphatic-primary	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	amines-aliphatic-primary	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	amines-aliphatic-primary	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	amines-aliphatic-primary	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	amines-aliphatic-primary	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	amines-aliphatic-primary	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	amines-aliphatic-primary	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	amines-aliphatic-primary	0
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	amines-aliphatic-primary	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	amines-aliphatic-primary	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	amines-aliphatic-primary	0
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	amines-aliphatic-primary	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	amines-aliphatic-primary	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	amines-aliphatic-primary	0
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	amines-aliphatic-primary	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	calc_AMINES_AROMATIC_PRIMARY	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	calc_AMINES_AROMATIC_PRIMARY	0
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	calc_AMINES_AROMATIC_PRIMARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	calc_AMINES_AROMATIC_PRIMARY	0
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	isocyanates	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	isocyanates	1
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	isocyanates	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	isocyanates	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	isocyanates	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	isocyanates	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	isocyanates	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	isocyanates	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	isocyanates	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	isocyanates	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	isocyanates	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	isocyanates	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	isocyanates	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	isocyanates	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	isocyanates	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	isocyanates	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	isocyanates	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	isocyanates	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	isocyanates	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	isocyanates	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	isocyanates	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	isothiocyanates	0
3.3.2_BROMO_SONOGASHIRA_COUPLING_FROM_ARYLBROMIDE_AND_Null	isothiocyanates	1
3.3.4_IODO_SONOGASHIRA_COUPLING_FROM_calc_ARYLIODIDE_AND_Null	isothiocyanates	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ALIPHATIC_BOC_AND_Null	isothiocyanates	1
6.1.1_N_BOC_DEPROTECTION_FROM_SEC_ANILINE_BOC_AND_Null	isothiocyanates	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	isothiocyanates	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	isothiocyanates	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	isothiocyanates	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	isothiocyanates	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	isothiocyanates	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	isothiocyanates	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_PRIMARY_AND_Null	isothiocyanates	1
9.7.8_AMINO_TO_GUANIDINO_FROM_AMINES_ALIPHATIC_SECONDARY_AND_Null	isothiocyanates	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_primary_AND_Null	isothiocyanates	1
X.X.X_Triazine_Dichloro_FROM_amines_aliphatic_secondary_AND_Null	isothiocyanates	1
X.X.X_Esters_methyl_ethyl_WITH_Amines_FROM_aldehydes_AND_Null	isothiocyanates	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_primary_AND_Null	isothiocyanates	1
X.X.X_Nitro_fluoro_FROM_amines_aliphatic_secondary_AND_Null	isothiocyanates	1
X.X.X_O_nitro_sec_aniline_WITH_Carboxylic_acid_FROM_amines_aliphatic_primary_AND_Null	isothiocyanates	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_primary_AND_Null	isothiocyanates	1
X.X.X_O_iodo_aniline_FROM_amines_aliphatic_secondary_AND_Null	isothiocyanates	1
0.0.0_NO_REACTION_FROM_Null_AND_Null	o_iodo_aniline	0
