Deprotection	FG	onDNAincompatible
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	O_NITRO_SEC_ANILINE	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	calc_ARYLHALIDE	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	AMINES_ALIPHATIC_PRIMARY	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	ISOCYANATES	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	ISOTHIOCYANATES	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	O_IODO_ANILINE	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	HYDRAZINES_PRIMARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	A_H_KETONES	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	KETONES_A_BROMO	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	YNONES	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	AMIDINES_PRIMARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	AMIDINES_SECONDARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	GUANIDINES_SECONDARY_PRIMARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	GUANIDINES_SECONDARY_SECONDARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	GUANIDINES_TERTIARY_PRIMARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	GUANIDINES_TERTIARY_SECONDARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	calc_NAS_ELECTROPHILE	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	O_AMINO_PHENOLS	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	O_AMINO_THIOPHENOLS	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	O_IODO_SEC_ANILINE	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	TRIAZINE_DICHLORO	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	TRIAZINE_MONOCHLORO	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	ARMINES_AROMATIC_SECONDARY_1	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ALIPHATIC_BOC_AND_Null	calc_SEC_ALIPHATIC_BOC	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	NO_FG	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	ALDEHYDES	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	ALKYNES_TERMINAL	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	AMINES_ALIPHATIC_SECONDARY	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	AZIDE	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	CARBOXYLIC_ACIDS	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	THIOLS	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	calc_THIOPHENOLS	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	calc_NITRO	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	calc_PHENOLS	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	SEC_FMOC	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	SULFONYL_CHLORIDES	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	BORONICS_AROMATIC	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	TERT_FMOC	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	ESTERS_METHYL_ETHYL	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	NITRO_FLUORO	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	SEC_ANILINE_BOC	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	TERT_ANILINE_BOC	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	O_NITRO_SEC_ANILINE	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	calc_ARYLHALIDE	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	AMINES_ALIPHATIC_PRIMARY	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	ISOCYANATES	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	ISOTHIOCYANATES	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	O_IODO_ANILINE	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	HYDRAZINES_PRIMARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	A_H_KETONES	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	KETONES_A_BROMO	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	YNONES	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	AMIDINES_PRIMARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	AMIDINES_SECONDARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	GUANIDINES_SECONDARY_PRIMARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	GUANIDINES_SECONDARY_SECONDARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	GUANIDINES_TERTIARY_PRIMARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	GUANIDINES_TERTIARY_SECONDARY	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	calc_NAS_ELECTROPHILE	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	O_AMINO_PHENOLS	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	O_AMINO_THIOPHENOLS	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	O_IODO_SEC_ANILINE	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	TRIAZINE_DICHLORO	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	TRIAZINE_MONOCHLORO	1
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	ARMINES_AROMATIC_SECONDARY_1	0
6.1.1_N_BOC_DEPROTECTION_FROM_TERT_ANILINE_BOC_AND_Null	calc_SEC_ALIPHATIC_BOC	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	NO_FG	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	ALDEHYDES	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	ALKYNES_TERMINAL	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	AMINES_ALIPHATIC_SECONDARY	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	AZIDE	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	CARBOXYLIC_ACIDS	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	THIOLS	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	calc_THIOPHENOLS	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	calc_NITRO	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	calc_PHENOLS	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	SEC_FMOC	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	SULFONYL_CHLORIDES	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	BORONICS_AROMATIC	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	TERT_FMOC	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	ESTERS_METHYL_ETHYL	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	NITRO_FLUORO	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	SEC_ANILINE_BOC	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	TERT_ANILINE_BOC	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	O_NITRO_SEC_ANILINE	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	calc_ARYLHALIDE	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	AMINES_ALIPHATIC_PRIMARY	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	ISOCYANATES	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	ISOTHIOCYANATES	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	O_IODO_ANILINE	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	HYDRAZINES_PRIMARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	A_H_KETONES	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	KETONES_A_BROMO	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	YNONES	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	AMIDINES_PRIMARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	AMIDINES_SECONDARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	GUANIDINES_SECONDARY_PRIMARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	GUANIDINES_SECONDARY_SECONDARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	GUANIDINES_TERTIARY_PRIMARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	GUANIDINES_TERTIARY_SECONDARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	calc_NAS_ELECTROPHILE	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	O_AMINO_PHENOLS	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	O_AMINO_THIOPHENOLS	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	O_IODO_SEC_ANILINE	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	TRIAZINE_DICHLORO	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	TRIAZINE_MONOCHLORO	1
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	ARMINES_AROMATIC_SECONDARY_1	0
6.1.6_N_FMOC_DEPROTECTION_FROM_SEC_FMOC_AND_Null	calc_SEC_ALIPHATIC_BOC	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	NO_FG	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	ALDEHYDES	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	ALKYNES_TERMINAL	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	AMINES_ALIPHATIC_SECONDARY	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	AZIDE	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	CARBOXYLIC_ACIDS	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	THIOLS	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	calc_THIOPHENOLS	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	calc_NITRO	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	calc_PHENOLS	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	SEC_FMOC	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	SULFONYL_CHLORIDES	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	BORONICS_AROMATIC	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	TERT_FMOC	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	ESTERS_METHYL_ETHYL	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	NITRO_FLUORO	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	SEC_ANILINE_BOC	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	TERT_ANILINE_BOC	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	O_NITRO_SEC_ANILINE	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	calc_ARYLHALIDE	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	AMINES_ALIPHATIC_PRIMARY	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	ISOCYANATES	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	ISOTHIOCYANATES	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	O_IODO_ANILINE	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	HYDRAZINES_PRIMARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	A_H_KETONES	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	KETONES_A_BROMO	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	YNONES	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	AMIDINES_PRIMARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	AMIDINES_SECONDARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	GUANIDINES_SECONDARY_PRIMARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	GUANIDINES_SECONDARY_SECONDARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	GUANIDINES_TERTIARY_PRIMARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	GUANIDINES_TERTIARY_SECONDARY	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	calc_NAS_ELECTROPHILE	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	O_AMINO_PHENOLS	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	O_AMINO_THIOPHENOLS	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	O_IODO_SEC_ANILINE	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	TRIAZINE_DICHLORO	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	TRIAZINE_MONOCHLORO	1
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	ARMINES_AROMATIC_SECONDARY_1	0
6.1.6_N_FMOC_DEPROTECTION_FROM_TERC_FMOC_AND_Null	calc_SEC_ALIPHATIC_BOC	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	NO_FG	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	ALDEHYDES	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	ALKYNES_TERMINAL	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	AMINES_ALIPHATIC_SECONDARY	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	AZIDE	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	CARBOXYLIC_ACIDS	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	THIOLS	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	calc_THIOPHENOLS	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	calc_NITRO	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	calc_PHENOLS	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	SEC_FMOC	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	SULFONYL_CHLORIDES	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	BORONICS_AROMATIC	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	TERT_FMOC	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	ESTERS_METHYL_ETHYL	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	NITRO_FLUORO	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	SEC_ANILINE_BOC	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	TERT_ANILINE_BOC	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	O_NITRO_SEC_ANILINE	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	calc_ARYLHALIDE	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	AMINES_ALIPHATIC_PRIMARY	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	calc_AMINES_AROMATIC_PRIMARY	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	ISOCYANATES	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	ISOTHIOCYANATES	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	O_IODO_ANILINE	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	HYDRAZINES_PRIMARY	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	A_H_KETONES	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	KETONES_A_BROMO	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	YNONES	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	AMIDINES_PRIMARY	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	AMIDINES_SECONDARY	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	GUANIDINES_SECONDARY_PRIMARY	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	GUANIDINES_SECONDARY_SECONDARY	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	GUANIDINES_TERTIARY_PRIMARY	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	GUANIDINES_TERTIARY_SECONDARY	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	calc_NAS_ELECTROPHILE	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	O_AMINO_PHENOLS	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	O_AMINO_THIOPHENOLS	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	O_IODO_SEC_ANILINE	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	TRIAZINE_DICHLORO	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	TRIAZINE_MONOCHLORO	1
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	ARMINES_AROMATIC_SECONDARY_1	0
7.1.1_NITRO_TO_AMINO_FROM_calc_NITRO_AND_Null	calc_SEC_ALIPHATIC_BOC	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	NO_FG	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	ALDEHYDES	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	ALKYNES_TERMINAL	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	AMINES_ALIPHATIC_SECONDARY	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	AZIDE	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	CARBOXYLIC_ACIDS	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	THIOLS	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	calc_THIOPHENOLS	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	calc_NITRO	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	calc_PHENOLS	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	SEC_FMOC	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	SULFONYL_CHLORIDES	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	BORONICS_AROMATIC	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	TERT_FMOC	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	ESTERS_METHYL_ETHYL	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	NITRO_FLUORO	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	SEC_ANILINE_BOC	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	TERT_ANILINE_BOC	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	O_NITRO_SEC_ANILINE	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	calc_ARYLHALIDE	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	AMINES_ALIPHATIC_PRIMARY	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	calc_AMINES_AROMATIC_PRIMARY	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	ISOCYANATES	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	ISOTHIOCYANATES	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	O_IODO_ANILINE	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	HYDRAZINES_PRIMARY	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	A_H_KETONES	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	KETONES_A_BROMO	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	YNONES	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	AMIDINES_PRIMARY	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	AMIDINES_SECONDARY	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	GUANIDINES_SECONDARY_PRIMARY	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	GUANIDINES_SECONDARY_SECONDARY	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	GUANIDINES_TERTIARY_PRIMARY	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	GUANIDINES_TERTIARY_SECONDARY	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	calc_NAS_ELECTROPHILE	1
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	O_AMINO_PHENOLS	0
9.7.61_ESTER_HYDROLYSIS_FROM_ESTERS_METHYL_ETHYL_AND_Null	O_AMINO_THIOPHENOLS	0
